,Strain.original.name,Codigo.CCBT,Serogroup.x,Serotype,Origin,Isolate.date,Geographic.origin,conservacion,Growth,ELISA.x,Zot.x,Zot.Ace.x,ctxA.x,tcp.x,N.Caja,Observ.x,RAPD,PFGE,VCR.PCR,REP.PCR,Supplier.Name,Strain.name,Serogroup.y,Serotipe,Origen,Isolation.date,City,Province,TCBS,TSA,Oxidase,ELISA.y,Zot.y,Zot.Ace.y,ctxA.y,tcp.y,Observ.y,Lane,Sample,Public.Name,Strain,Geographic.origin_NR,latitude,longitude,Province_Geographic.origin_NR,contaminated 
3174,J393/W,,no-O1,,Ambiental,19/02/1997,Jujuy,,,,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3175,J378/W,,O1,Ogawa,Ambiental,19/02/1997,Jujuy,,,Positive,,,,,31,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3176,J379/W,,O1,Ogawa,Ambiental,19/02/1997,Jujuy,,,Positive,,,,,31,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3177,J380/W,,O1,Ogawa,Ambiental,19/02/1997,Jujuy,,,Positive,,,,,31,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3083,J1194,,O1,Ogawa,Human,07/02/1997,Jujuy,,,Positive,,,,,30,,,,NA,,CCBT0022,,O1,Ogawa,Human,07/02/1997,,Jujuy,,,,Positive,,,,,NA,26268_1#118,4772STDY6940814,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3179,SO319,,no-O1,,Human,13/03/1997,"Orán, Salta",,,Negative,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3180,SO1162,,no-O1,,Human,13/03/1997,"Orán, Salta",,,Negative,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3181,SO1163,,no-O1,,Human,13/03/1997,"Orán, Salta",,,Negative,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3182,SO1199,,no-O1,,Human,13/03/1997,"Orán, Salta",,,Negative,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3183,SO1205,,no-O1,,Human,13/03/1997,"Orán, Salta",,,Negative,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3184,SO1001,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3185,SO1250,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3186,SO1259,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3187,SO1264,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3188,SO1266,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3189,SO1269,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3190,SO1271,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3191,SO1277,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3192,SO1320,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3193,SO1322,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3194,SO1345,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3195,SO1354,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3196,SO1360,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3197,SO1369,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3198,SO1419,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3199,SO1439,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3200,SO1452,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3201,SO1554,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3202,SO1555,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3203,SO1568,,O1,Ogawa,Human,13/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3204,SF Vera JA,,no-O1,,Human,19/03/1997,Santa Fe,,,Negative,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Santa Fe,-30.27808,-60.844491,Santa Fe,
3205,SO1625,,O1,Ogawa,Human,21/03/1997,"Orán, Salta",,,Positive,,,,,31,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3206,SO1626,,O1,Ogawa,Human,21/03/1997,"Orán, Salta",,,Positive,,,,,31,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3207,SO1627,,O1,Ogawa,Human,21/03/1997,"Orán, Salta",,,Positive,,,,,31,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3208,SO1642,,O1,Ogawa,Human,21/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3209,SO1643,,O1,Ogawa,Human,21/03/1997,"Orán, Salta",,,Positive,,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3210,SO1644,,O1,Ogawa,Human,21/03/1997,"Orán, Salta",,,Positive,,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3085,J1208,,O1,Ogawa,Human,07/02/1997,Jujuy,,,Positive,,,,,30,,,,NA,,CCBT0380,,O1,Ogawa,Human,07/02/1997,,Jujuy,,,,Positive,,,,,NA,26237_7#136,4772STDY6941122,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3212,SO1647,,O1,Ogawa,Human,21/03/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3086,J1211,,O1,Ogawa,Human,07/02/1997,Jujuy,,,Positive,,,,,30,,,,NA,,CCBT0368,,O1,Ogawa,Human,07/02/1997,,Jujuy,,,,Positive,,,,,NA,26237_7#125,4772STDY6941111,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3214,SE R. Paz,,O1,Ogawa,Human,26/03/1997,Sgo. del Estero,freezer -70,TSA+ Oxidasa - (se descarta),Positive,,,,,32,,,,NA,Descartada. Oxidasa neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Santiago del Estero,-27.928418,-63.562221,Santiago del Estero,
3215,SEC Cepeda,,O1,Ogawa,Human,26/03/1997,Sgo. del Estero,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Santiago del Estero,-27.928418,-63.562221,Santiago del Estero,
3216,J1206,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,Positive,Positive,Positive,El Tor,32,,1,1,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3217,J1256,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,Positive,Positive,Positive,El Tor,33,,1,1,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3218,J1187,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3219,J1191,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3220,J1193,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3221,J1199,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3222,J1200,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3223,J1201,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3224,J1202,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3225,J1204,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3226,J1216,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3227,J1217,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3228,J1240,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3229,J1241,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3230,J1242,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3231,J1243,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3232,J1244,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3233,J1246,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3234,J1247,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3235,J1262,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3236,J1265,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3237,J1266,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3238,J1267,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3239,J1269,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3240,J1272,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3241,J1277,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3242,J1280,,O1,Ogawa,Human,11/04/1997,Jujuy,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3243,SO1656,,no-O1,,Human,15/04/1997,"Orán, Salta",,,Negative,,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3087,J1215,,O1,Ogawa,Human,07/02/1997,Jujuy,,,Positive,,,,,30,,,,NA,,CCBT0374,,O1,Ogawa,Human,07/02/1997,,Jujuy,,,,Positive,,,,,NA,26237_7#130,4772STDY6941116,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
3245,SO1651,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3246,SO1657,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3247,SO1669,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3248,SO1671,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3249,SO1678,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3250,SO1677,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3251,SO1679,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3252,SO1685,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3253,SO1689,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3254,SO1719,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3255,SO1727,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3256,SO1760,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,32,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3257,SO1761,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3258,SO1789,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3259,SO1833,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3260,SO1842,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3261,SO1847,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3262,SO1872,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3263,SO1898,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3264,SO1899,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3265,SO1901,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3266,SO1902,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3267,SO1925,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3268,SO1926,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
